review,star
볼만한 영화인데 평점 댓글이 이상하네요액션은 정말 괜찮음 연기도 굿  ,8
참치형과 효주누나 너무 멋있고 액션도 핵발려요. 스토리는 이해 불가  ,9
정말 잘봤어요 기억에 오래 남을 것 같아요!  ,10
만점짜리는 절대 아니지만ㅋㅋ필요이상 평점 낮은 거 같아서 일단 10점 줌... 강동원 잘생겼더라  ,10
괜찮았는데 평점이 오ㅑ이러지 ..?  ,10
이렇게 욕먹을정도로 나쁘지는 않던데?  ,10
여윽시 네이버 평점 철판깔아버리죠  ,2
시사회 보고 실망했네요. 주인공은 다리 관통당하고 끌려다니고도 바로 상처회복? 복면은 스타워즈 따라한건가요? 깡통소리 땅땅...남북통일 주무대인데 남한 군부대와 보안부대사람끼라 싸움? 유명배우들이 나온대서 명작보나했는데 스토리 때문에 망작이 되었네요.  ,2
답없는3류영화..재미도없고 감동도없고  ,2
와 이런 배우들 쓰고도  이런 노잼영화를 만들다니...내용도 없고  남북이야기는 왜 나오는건지도 모르겠고갑자기 멜로를하다가 액션이나오고ㅋㅋ  ,2
... 아침잠이나 더잘걸멜로.액션.연기.배우.스토리.배경.음악 다 따로논다강동원이 나오는데 눈이 감길줄이야  ,2
이건 작품이 아니라 그냥 돈만 벌라고 만든 영화다 캐스팅 보면 모르겠냐 해외에선 난리 났더만 ㅋ  ,1
역시나 원작을 따라 올순 없다는....ㅉ  ,5
이 분이 '악마를 보았다' 감독님이란거 알고 놀랐습니다. 도저히 같은 감독이라고는 믿겨지지 않는 작품.  ,3
정우성씨 ㅍㅣ부가 잘익은 북경오리 껍질 같습니다. 맛있어보이네요.  ,4
관람객지겹다 1점주고 싶은데  배우들 연기력에5점준다  ,5
종뷱 싫어요 북한 싫어요 북한 다망해라  ,1
북한에 대한 환상을 버려라  ,1
한효주 발연기에 다 전염된듯 뭘 말하고싶은지 모르겠다 강동원액션빼고 다 별로;; 깡통로봇인줄  ,1
안티 알바들 너무 하네요 재밌는데 왜 이러는건지...  ,8
5점때까진 아닌듯 생각없이 볼만해요  ,8
10점주는애들같이죽자는거지?ㅋㅋㅋ알아그마음같이돈버리자ㅎ꿀잼이요ㅎ  ,10
아주 재밌어요 짱짱맨 넘멋져!  ,10
너무 기대를 안하고 봐서그런가.. 괜찮게봤습니다.솔직히 평점 7.8~8 사이 수준이라고 생각합니다만너무낮아서 10으로..  ,10
관람객별로라해서 기대안했는데 괜찮습니다그리 재밌는건 아닌데 그래서 쏘쏘평점으로 치면 한 8.3정도?  ,6
시간가는줄몰라서너무열심히봣음  ,10
배우님들~~다 너무 수고하셨구!! 덕분에 영화 잘 감상했습니다~특히 강동원 배우 넘 멋있어요♥  ,10
원작에 살을 잘붙였는데..재밌게 봤네요 저평가 아쉬움  ,10
그런데로 좋았는데 너무 낮은거 같아서..  ,10
연기도 다 잘하시고 재미있게봤습니다!  ,10
왜 재미가 없다는건지 모르겠음. 재미나게 보고 옴  ,10
왠만하면 글 안쓰는데 너무 재미없다  ,1
진짜 김지운 감독이 맞나 싶을정도로 ... 너무 기대했나요 .. 하 평점 왜이렇게 좋지  ,4
이감독은 항상 비주얼만 좋고 노잼이었는데 이번편은 그게 극대화됐음 절대비추  ,4
"보고나왔는데 머리가 지끈지끈. 보여주고싶은게 많았으나 매끄럽게 연결하지못한것같고, 이해가안되는 부분 다수..  ",5
모든 배우들의 연기가 돋보이는 영화였습니다! 지루할 틈이 없는 영화여서 시간 가는줄 모르고 봤어요!  ,10
"나쁘지 않어, 다만 남북 설정은  앞 2분 빼고 하나도 연관 없다. 스토리 탈락. 액션 통과  ",7
"망작이라는 소문 듣고 안보려다 강동원,한효주 팬이라 팬심으로 봤는데..기대를 안해서 그런지도 모르지만 생각보다 스토리,영상 전부 괜찮네요.덮어놓고 망작이라 하기엔 꽤 괜찮았음.리얼이랑 비교하기는 심함.김수현팬심으로도 리얼은 초반만보고 바로껐음.  ",10
관람객왜혹평인줄 모르겠당 끝날때까지 긴장있고 잼있음  ,10
평점이 낮은게 이해가 안감.. 원작 알고 가면 훨 이해가 잘됨.. 특히 강동원만 보임 액션도 최고!! 멜로를 좀 줄였으면 더 좋았을듯!  ,10
재밌어요~ 흥미진진하고 스토리도 좋았어요~~!!ㅎ  ,10
노잼인 부분이 있지만 마냥 욕할 영환 아님. 낫베드.  ,8
재미있네요 . 몰입도도  좋고 의미도 있고.별점은 분 사람만 하는건가요. 안보고 낮게주는게  아닌가하는 생각이 듭니다.  ,10
쉬운 영화는 아니지만 네러티브도 없는 오락 영화나 신파를 보느니 인랑을 10번 보겠다  ,8
"망작이라 불릴정도 아닙니다.스타일리쉬했고, 액션도 볼만합니다.시대상과 상황을 생각하면 조금 개연성없는멜로도 이해됩니다.우리나라에서는 조폭영화가 아닌이런 암울한 분위기의 영화는 먹히지 않는거 뿐..  ",7
멜로가 좀 이상하긴 했는데 그외는 재미있었습니다~배우들 연기도 훌륭했어요^^  ,10
관람객재밌ㅇㅓ용!! 스릴있습니댜아앙  ,10
관람객나브비않잇어요ㅎㅎㅋ  ,10
"관람객초반 광화문 시위신, 중반 남산타워 액션씬은 우리 나라에서 본 적 없었던 수준의 완성도! 아쉬운 부분이 조금 있긴 하지만 '인랑' 원작을 이 정도로 만들어낼 줄은 상상도 못했다  ",10
관람객재밋네요 한효주 bbbb  ,10
한효주한테 악플달던 언냐들 여기까지왔긔?  ,10
관람객 평점이 높아서 괜찮은거 아니야? 라고 생각하실분 있을것 같아서 말씀드리면 저 관람객 평점은 네이버를 통해서 영화를 예매해야만 작성할수 있는 평점입니다. 만약에 저거믿고 영화보시면 네이버예매로 다시한번 예매하더라도 평점낮춰버리고 싶을겁니다.  ,3
너무너무너무 재미없으...  ,1
덕분에 불면증이 나았네요  ,1
나만 당할수없다....  ,10
쉬리가 생각나는 영화 김무열씨의 연기력이 돋보였고 허준호씨는 출연분량이 적음에도 인상깊은 존재감(기타노다케시급 연기력은 더 뛰어남) 한효주씨는 전도연씨가 계속 생각남 그리고 가장 밋밋하고 식상한 강동원씨 연기 배역 자체가 그런 연기라 그런듯 비추천작  ,1
6~7점은 된다. 그놈의 사랑타령만 아니였으면 꽤 괜찮았을텐데..  ,7
한효주 센척하는연기. 쓸데없는 국수먹방  ,6
슈트가 거의 무적인뎈ㅋㅋㅋ  ,1
꼭보세요. 정말 잼있습니다.  ,10
나는 재밌게 봤는데?...이게 호불호가 진짜 갈리는 듯해요!!액션도 멋있었고 강동원이랑 한효주 케미가 너무 멋있고 이뻤어요!!계속 감탄하면서 봤어요!!평정때문에 볼까말까 고민하신다면 그냥 보세요!!전 잼있었어요!!!!추천합니다!!  ,10
기대없이 관람했는데 의외로 재밌었음. 배우 연출 모두 평타이상. 평점테러하는것들 못되쳐먹었다.  ,10
그냥 솔직히 볼만합니다 ㅅㄴㅅ  ,10
관람객구성이 좀 어색하고 말도 안되는 스토리긴 하지만 그래도  아들하고 간만에 보는 영화라 나름 괜찬았음  ,10
미션인파 때문에 늦은시간은 상영을  안하더라구요..그래서 일찍히 봤는데 생각보다 너무  괜찮은 영화였음..지루할틈없이 내내 잘봤습니다.그리고 강동원은 사랑입니다  ,10
재미있는데..?평점이 왜이리 낮냐  ,10
평점에 글 처음남깁니다. 호평 안좋아서 살짝 망설였는데 마지막까지 지루하지 않고 스토리 액션도 참신했습니다. 배우들 연기가 다 어색하지 않고 훌륭했구요. 애정신이 가미되어서 전 더 좋았어요  ,10
개그코드 하나없이  무거운 영화!  상영시간내내  흥미롭게 잘만 봤다.. 재밌고 명쾌한 스토리의 통쾌한 액션블록버스터 기대했다면 톰아저씨 보길 권한다.  평점테러할 정도의 영화는 아닌데  공격이 너무 심한듯 해서 10점준다  ,10
관람객너무너무너무너무 재밌었음 빨간모자이야기에서우리나라 풍으로 그림이나오는데 진짜 소름돋고 내용도 너무 재밌었음!!!  ,10
"관람객김지운 감독의 노력의 흔적이 보이고, 그의 액션 연출에 박수를!  ",10
진짜 이렇게 묻힐작품이 아닌데  ,10
잤다...ㅇㅇㅇㅇ..  ,4
어제 미리 예매 해 뒀는데 오늘 퇴근 하고 7시 50분 드디어 보러 갑니다 우리 참치오빠는 오늘 또 얼마나 멋있으려나 ~ 오늘 인낭 보면 주변 오징어들 또 한번 불쌍해 보이겠네 ㅠㅠ혹시~참치오빠 내 댓글 보고있나? ♥  ,10
평점 테러 장난아니네...  ,10
조조보다가 잘뻔 장르가 로멘스 아닌지?  ,1
항상 새로운 시도는 말이 많은듯..  ,10
액션에 중점을 두고 보시면 더 멋있는 영화일것 같네요. 한국 영화에서 오랜만에 멋진 액션을 보게 되어서 좋네요. ☆인랑☆ 대박 나시길!!! 원작 안보신분들은 영화를 먼저 보시는게 좋아요.  ,10
"관람객좋아요!!! 스토리만 보지말고  컨셉, 설정, 연기, 감독의 무언의 메세지 이런 전체를 보고 느껴지는 평이였으면 합니다  ",10
"관람객분단을 반대하는 쪽이 비주류인게 시작으로 재미를, 미묘한 디스토피아 정서 속의 스토리는 끝까지 긴장을 못놓게 했다.  ",10
솔직히 별점테러 당할 정도의 영화는 진짜 아님  ,10
내용이 조금.. 그래도 강동원이니까 뭐..  ,1
신선한 영화. 액션씬이 인상깊었다.  ,10
기대이하는 전혀아니다  ,10
이 영화 평점이 왤케 낮죠? 스토리도 탄탄하고 액션도 괜찮고 뛰어난 배우들에 뛰어난 연기력인데..  ,10
하도 재미없다길래 기대를 안하고 봤는데 재미있던데요? 액션도괜찮고 박진감넘침ㅋ  ,10
솔직히... 강동원 너무 잘생겨서 스토리는 머리에 안들어옴.. 강동원 얼굴만 봤음 강동원 얼굴이 제일 재밌음 끝나고 강동원 얼굴밖에 생각 안났음 강동원 존나 잘생김  ,10
이 정도면 잘 만든 영화지..액션 장면은 한국영화의 수준을 뛰어넘었다.  ,9
문재인 대통령이 좋아할 영화  ,1
너무 재미있는 영화 잘 봤습니다! 좋은 배우 좋은 시나리오 좋은 연출력에 감탄하고 갑니다.  ,10
원작 애니를 봐서 그런지.. 비교하면서 보는 재미도 있고 나름 액션도 괜찮고 주연배우들 연기도 볼만했던 것 같아요~ 평점이 왜 이렇게 낮은지 모르겠네요~  ,10
생각보다 재밌ㅋㅋㅋㅋ액션 잘뽑음  ,10
와 평점 남녀 비율봐라. 역시 한남들 수준 추악하다. 이래놓고 또 나중에 메갈이 정우성 깠다는 소리 하겠지. 저거 스샷 찍어서 박제 해 놔야지. 한남 평점 테러 수준 ㅉㅉ  ,9
"역시 믿고 보는배우 강동원, 정우성너무 눈 정화되서 좋았어요.한번 더 보려구요  ",10
10점 알바 OOOㅋㅋㅋㅋ  ,2
얼빠라 잘생김 구경하러갔다가 액션에 홀림;; 근래 한국영화에 이런 액션이 있었던가 4D보는거처럼 윽윽거리면서 봤네 ㅋㅋㅋ  ,10
놀라운 재해석. 김지운 감독 명성은..^^ b  ,9
ㅜㅡㅜ0점은 없나요ㅜㅜ  ,1
엄청 재밌습니다. 강추! 꼭봐야 할 영화!!!  ,1
개십노잼 보다가 나왔다  ,2
강동원 따위가 1선발이니까 이리 망하지 정우성이 주연이어야지  ,1
보지마세요 별로...  ,1
진짜 웬만하면 영화 재밌게 보는데스토리도 오합지졸이고 끼워맞추고 이런 배우들로 이런 영화를 찍다니;;하 내 돈 안들이고 봐서 다행이다 정말  ,1
"강동원 갤러리에서 팬들이 댓글 관리한다고 알바마냥 10점에 추천 때리고, 혹평에 비추 때리고 있는거에요. 제발 보러가지 마세요. 진짜 시간 아까워 죽겠네요ㅠㅠ 어제 cgv죽전에서 시사회 보고 왔음.  ",1
우리나라 여자들을 타하루시위험에 빠뜨린 정우성 나온 영화네~  ,1
진심을 담아 말합니다 당장 상영계획 폐기하고 전체 재편집 들어가세요 편집만 다른 액션전문 감독에게 부탁하던가 이대로 나가면 평생 조롱 거리입니다  ,2
원작도못살리고 김지운의장점도못살린영화라고생각함 2시간이넘는시간이 지루한건아니엇지만 그렇다고 재밋는거도아니엇음 그리고어제 부산 센텀CGV E열 10번11번앉으신 모녀분 극장처음온건지 정말매너가없으시더라구요 이거보신다면 다음부터는 영화상영중에는 조용합시다  ,5
저 여자주인공  나오는 영화 절대 안볼거다  신인배우 차고 넘친다  ,2
딱 이점수 이상도 이하도 아니다  ,7
진짜 결말부에는 개연성 심각하다... 하 7 35분에 영화보러온 내가한심스럽다  ,1
아놔 아침부터 똥밟았네.기대하고 보러온 내가 죽일놈이여.절대 보지마셔들~~~  ,1
정말 재미없네요ㅋㅋㅋ 지금 영화 보면서 너무 재미없어서 평점 남겨요ㅋㅋㅋ 내용더 없고 이거 멜로인가요?ㅋㅋㅋ어이없다  ,2
"연기, 연출, 스토리 무엇하나 바로잡을수 없는 참담함.  ",2
군함도 그때 1년전 느낌  ,1
개연성 없고 스토리도 이상한쪽으로 빠져서 정말 별로였어요.  영화보다가 어이없어서 웃은적 처음이예요  ,1
다들 시사화 다녀오고 평점쓰나?9시땡하니 귀신같이 몰려드네  ,2
나랑 안맞음 노잼 1표 정우성 너무 싫다  ,1
댓글 알바 그만쓰자...솔직히 노잼이다  ,1
미션 임파서블 볼걸 후회된다 아.  ,1
하도 혹평  일색이라 기대 없이 봤는데 ~~ 뭐 생각보다 볼만했음!!  ,8
관객이 백만도 안될수가 한효주 정우성나와서 그런가 난민옹호발언땜에 헐  ,2
제발  악마를 보았다  같은  영화를 만들어주세요 ㅜㅜ 목마릅니다  ,10
전 재밌게 봤어요 ㅡ 요즘 한국 돌아가는 거랑 비슷한 상황같이서 ㅡ  ,8
하나같이 연기 잘하는 배우들 모셔다가 이게뭔...  ,5
이영화 돈주고 볼만함?  ,6
관람객Soso 배우들얼굴보는재미는있슴  ,6
"굳이 이 원작일 필요가 있었나 싶은 각색이지만 그래도, SF 불모지에서의 유의미한 시도라고 해야겠다.  ",6
관람객초반은 잼남  후반은...  ,7
개연성이 별로 이해가안가서 그렇지 영화보다 잘정도는 아닙니다  ,6
관람객한효주 이쁘더라....  ,2
전우치2 보고싶어요~  ,7
얘들아 한국 영화는 봉준호 빼고 거르면 된다 ㅇㅋ?  ,1
강동원  액션 연기 굿굿 !! 왠만하면 영화관에서 보면 재밌는데 이건진짜 재미없더라....  ,1
그래도 강동원 비주얼은 역대급  ,1
매우 매우 엄청나게 재밌다 연기굿  ,10
관람객볼만한거같아요 생각보다 ㅋㅋㅋ  ,4
감독의 예전영화 참 좋았다 이제 에너지가 소멸된거같다 감독운 나르시스트인듯 특정 영화적 이미지에 집착한다  ,8
오랜만에 액션신보니까 재밌네요!  ,10
액션모션 굳 연기 굳 몰입 굳  ,10
강동원 나오는 거라 큰 화면에서 봐야 하기에 극장감 ^^ 강동원의 오랜만의 몸쓰는 연기는 멋짐 !! 강동원을 위한 영화 . 그치만 내용에는 깊이 공감 할수 없어 아쉽다 . 한효주랑 어울리는데 ? 그래도 동원이는 내 사랑요 ㅋ동원님 또 다른 영화해주삼  ,6
관람객강동원 한효주 정우성 얼굴이 다했다..액션은 괜찮은데 로맨스가 마지막에 좀 지루하고 얼른 일어나고 싶었음  ,7
관람객강동원만봐도 좋다^^  ,6
무슨 내용인 지는 이해가 안 가지만 액션이 화려하고 배우들이 잘생겨서 눈호강 했어요 나름 재밌게 봄 ㅎㅎ  ,6
관람객강동원 한효주 미모보기에 좋은 영화였어요~~^~^  ,6
예멘 난민에 열린 자세를 가진 정우성 배우님! 흥행잘되길 기도합니다^^* 물론 영화는 안볼겁니다♡  ,10
관람객스토리는 구린데 강동원 김무열 비주얼로 살렸다  ,6
영화 볼만한대 왜 평점 테러하는지 모르겠네요 평점테러하는 인간들 싫어서 10점 드립니다  ,10
배우분들 미모가 열일하네용!  ,10
다 뺴고 액션만 봄다면 합격점 ㅋㅋ  ,8
힘내시라고 10점 드립니다  ,10
솔직히 이정도로 박한 평가를 받을만한 영화는 아니잖은가?  ,8
관람객형 잘생겼어요 누난 예뻐요  ,10
인랑이라는 일본 명작을 다시 보게끔 만들어준 고마운 졸작  ,10
"평점보고 기대 안했는데, 기대 안하고 보니까 괜찮은데?? 좀 쌩뚱맞고 개연성 떨어지지만 패셔너블한 영화인건 맞는듯~  ",7
"원작 매니아들이라면 그런대로 볼만했을것이다..원래 내용을 다 아니까 ...그런데 문제는 첨 접해본 사람들은 다소 내용이 황당하게 다가왔을것이다.. 초반 부분이 너무 아쉬움 .시나리오,음향,그리고 특기대 전투씬. .그래도 중반이후론 볼만했음  ",6
"감상 후 여운이 남았다.깊고 진하지 않았지만...나에겐 분명 볼만한 가치가 있었던영화였고,  아깝지 않은 시간이었다.개인적인 생각이지만, 이 영화의 주재가 좀 더 공감될 수있는 그런 시대가 온다면, 분명 재평가가 될 수 있다고생각한다.  ",8
솔직히 보고나니 5점대 영화는 아니다. 6점 준다. 한예리는 한효주 앞에 서니 오징어 되네.  ,6
아무리 봐도 무작정 까는 이유는 무장한 반정부단체가 나와서가 아닐까?? 광주생각 나는거지 ㅋㅋㅋㅋ 특기대는 계엄군이고 ㅋㅋ  ,10
"반통일 주창하며  섹트는 놈들    반드시 처단해야한다.  단,  빨간 망톤 빼고...  ",10
"스토리는 잘 모르겠다. 하지만 영상미( 낭만적인 느낌), 배우들의 연기는 높게 살만 하다!  ",10
"언제 지들끼리 사랑하고 ,, 그렇게 분노했나 싶은 뜬금 감정선들이지만 그래도 다른 부분은 나쁘지 않았던것같아요  ",8
이거 연평해전 보다  더 졸작인가요? 그 정도는 아닌 듯  ,6
효주누나....ㅠㅠㅠㅠ  ,2
관람객배우들보구 잔잔하네요~  ,6
왜 이걸 봐야하냐며 신경질내고 봐서 그런지 생각보단 그렇게 쓰레기는 아녔어요 ㅎㅎ기대 단1도 안했는데 리얼을 안봐서 그런가...ㅋㅋㅋ  ,6
관람객쏘쏘 배우들 연기만 조음  ,6
배경이나 인물이 굳이 인랑이 아니었어도 글고 마자막 강동원 변심도 좀 뜬금없고  그래도 역시 만듬새는 좋았다  ,7
아니 이런영화를 봐야 ㅋㅋ아나 ㅋㅋ딱봐도 별로일거같은데...보고 별 한개 준사람들이 더 불쌍함  ,10
강동원이 열일함. 로보캅 강동원  ,10
엥jQuery224029991770201846846_1533011878848 재밌는데 속긴 내가 속을뻔 액션오지고안보고 추석연휴특집으로 나온거 봤으면 후회했을듯 ㅋㅋ  ,10
관람객진행 스토리가  명확하지 않아 약간 지루함.  ,8
1.처음 정우성님의 나래이션에서 기대했던 미래모습을 기대하고 집중했지만 배경은 2029년 모습이 이닌 지금의 서울모습뿐...(특히 서울타워 배경은 실패)2.공안부/특기대간의 치열하다고 언급한 전쟁의당위성이 와닿지않음...3.각자 배우연기는 좋았음  ,6
멜로 써논사람들은 알바임  ,8
완전 재미있네요.시간 가는줄 모르고 봤네요.비쥬얼이며 영상이며 스토리며  한번더 자세히보고싶은  생각이 드는 영화네요  ,10
관람객몰입도는 좋았지만 인상깊은 장면은 없었네요  ,8
스토리에 필요하다고 하더라도 로맨스 장면이 너무 튀는 것 같은 점이 아쉽다.로맨스 5분 줄이고 액션이라도 더 넣었으면  ,7
무료예매권있으면 보세요!  ,5
아~~~~ 주 망작은 아닌데 그렇다고 극장에서 볼만한것같지 않네요.   줄거리를잘 녹여낸것 같지도않고  굳이 일본만화원작 소재를 들고와서 찍었어야했나라는 의문이 드네용.  ,4
너 영 소 : 너는 영화를 소중히 하지 않았어  ,10
"멜로가 없었다면 더 좋았을텐데,,,  ",10
관람객영화시작 20분뒤 나도 모르게 40분을 잣는데 개운하게 일어나서 집에나간 영화 굿  ,6
"애니메이션을 영화로 리메이크했을 때, 단점과 장점이 그대로 있었다.애니메이션을 영화로 만들었지만, 영상미는 훌륭했고,시나리오의 개연성은 부족했지만, 충분히 재미있게 잘봤어요.SF, 액션이라는 장르에 이동씬을 많이 넣어서  잘찍었다고 생각.  ",7
난 괜찮았는데  애들 물타기 좀 심한듯 팩트는 액션은 좋았다내용은 무엇을 얘기하는지 모름. 인랑이 왜인랑인지를 알아야하는데 그런내용빠진게 흠  ,8
강동원과 한효주가 너무 말도 안될 정도로 예쁘게 나와서 CG인 줄 알았다가 한효주가 커피 뚜껑닫고 입김으로 식히는 장면 나올때서야 실제 배우구나 깨달았다. 근데 강동원은 CG인 듯.  ,5
"개인적으로 원작을 5번이상 돌려볼 정도로 애정을 갖고 있었음. 뜬금없이 한국에서 실사화 된다길래 걱정반, 기대반으로 극장을 찾음. 결론은, 원작 재현도는 아주 충실하다고 생각. 엔딩이 다른건 실사화만의 각색이라고 생각. 평점많이 낮은데원작좀보셨으면ㅜㅠ  ",8
저는 나름 정말 재미있었어요  ,10
여운이 남아서 ost 앨범이나마 다시 듣고있네요  ,10
액션장면은 좋았고 난 멜로도 싫진않았음. 근데 배경이 미래느낌이 아닌 옛날 느낌이남 결말도좀 아쉬움  ,8
관람객이게 최선입니까 확실해요  ,8
"영상미와 액션, 연기는 좋았다. 다만 스토리 개연성이 부족하다. 한 16부작의 드라마?로 내용을 풀어내서 자연스럽지 않을까 싶네요.... 두시간에 스토리를 풀기엔  한없이 부족한 내용인듯..ㅠㅠ  ",10
이게왜재미없음jQuery224030291648035273555_1532523550793 멜로 많다는애들 이해안되고 액션 개꿀 허니잼 두번봐라 진짜 평점낮아서 10점준다  ,10
정말 재밌었습니다! 액션씬도 멋있었고 어려우면서도 마음에 다가오는 의미가 있는 영화였던 것 같네요 ㅎㅎ 그리고 오직 재미만을 추구하는 영화들과는 다르게 무겁고 진중한 주제를 다룬다는 점에서 정말 마음에 들었던 같습니다ㅎㅎ  ,10
동원 얼굴이 대유잼 꼭 보세요!! 동원 나올때 너무 웃음이 나오도록 감미롭고 재밌어요 흐뭇하게 영화보고 나왔숩니다!!  ,10
스케일에 그냥 제대로 지림  ,10
원작 인랑을 아신다면 최고. 김지운감독 팬이라면 더 최고~!  ,10
잘만들었네.. 헐리웃 부럽지 않다  ,10
한국영화같지않은 연출이었어요. 배우들 대사가 그렇개 많지 않았지만 뛰어난 연기로 모든 감정선을 세심하게 느낄 수 있었습니다. 액션씬들도 모두 흥미로웠고 장면 하나하나 눈을 뗄 수 없었고 시간 가는 줄 모르고 관람했네오  ,10
한효준 분위기 쩌는거아니냐긔 ㅋㅋ  ,8
액션 볼만하고만 지뇰들이여  ,10
걍 보고 이해 못한애들이 댓글다는듯..  ,8
탄탄한내용이였으나 풀어가는데 한계가 있었다 . 특기대 공안부 섹트의 존립이유와 치열한 싸움으로 인해 수많은 어린양들이 죽어가지만 최후의 승자 특기대(인랑)은 양을 죽이지 않았다.. 는 결말.. 하지만 결국 통일한국도 어린양도 아닌 인랑만 승리한결말  ,7
초반에 좀 루즈해서 그렇지 이렇게 악평 받을 만한 영화는 아닌것 같아요 인랑이라는 설정이 좀 유치하긴 했어도 유치한걸 탄탄한 스토리로 잘 풀어낸거 같고 감정선도 좋았어요 또 영화 곳곳에 숨어있는 통일 관련 문구들이 눈에 띄었어요 좋게 잘 봤습니다  ,7
올해 보기드문 명작이다.  ,10
작품성으로는 최고의 영화 였습니다.  ,10
나는 진짜 재밌게 봤는데요 러브도 있는데 감동적인도 했다  ,8
러브스토리전개가 아쉽지만 원작에 충실함  ,10
중간에 왜 갑자기 둘이 키스하는지 이해를 못하신분이 있는데 한효주가 공안쪽 이라서 특기쪽인 강동원 속이려고 한거같은데 영화는 생각보다 나쁘지 않았다고 봄 그냥 특기대 vs 공안부 의 싸움 중간에 섹트의 개입 정도로만 이해하고 보면 꽤나 볼만한 액션영화  ,8
좌파들의 평점 테러 토나와~~~~  ,10
"설정의 무의미함. 개연성과 무리한 러브라인 등 이런저런 단점에도 불구하고, 지하에서 인랑의 전투씬 연출은 훌륭했다.  ",6
누가 재미없다 했어!!! 아주 재밌습니다~~  ,8
이거  액션 짜릿하게 재밌였는데;;  ,10
관람객재미있게 잘 봤습니다.  ,8
좌파라느니 정치얘기하는 애들 영화 안봤지..정치얘기인지 뭔지도 모르는 영화야 이건그래도 난 그림예쁘면 만족하는 편이라 잘봤음 잘생기고 이쁘잖아  ,8
나는 진짜 재밌었는데 평점 왤캐 낮ㅈㅣㅠㅠ  ,10
"기다렸던 영화였는데 평이 너무 별로라,기대안하고 봤어요.연출은 아쉽지만 1점대 평점받을 영화는 아닙니다.저는 모험과 시도가 좋았다고 생각해요.  ",8
학창시절 언어영역 1등급 정도의 책좀 읽어본 분들은 재밌게 볼만한 작품입니다..  ,9
관람객왠만하면..영화 재밌게 보는 편인데 내용도 이해안가고.. 그냥 배우들 점수만 줬습니다..ㅠㅠ  ,6
기대안하고 봐서 그런지 저는 재밌게 봤습니다.!음 .. 다만 멜로부분 비중이 더 적었다면 좋았을것 같네요..ㅎㅎ그리고 한효주씨가 사람죽이는 차량씬 밀도감과 깊이가 있어서 좋았어요!잘봤습니다.!  ,8
"예쁜 잔혹동화 느낌 좋아요~배우들도 예쁘고...심지어 액션씬도 예쁘게 찍음...사실, 말도 안 되는 대립 관계를 설명하기 보단 그냥 갈등 사건만 쭉쭉 넣었어도 더 몰입할 수 있었을 것 같기도 하지만...그래도 결말까지 동화 같고 좋았어요~  ",7
관람객스토리전개가 아쉽습니다. 하지만 강동원님 나와서 좋았습니다  ,8
리얼급까진아님...  ,5
원작은 잘 모르지만 영화는 볼만했다 중간에 조금 늘어지는 부분도 있지만 그 정도도 이해 못하면 영화를 보지 말아야지  ,10
나름볼만했음 액션 타임킬링  ,8
그냥 평범한 영화인데 별점 테러 하는애들이 꼴뵈기 싫어서 10점 준다 그래야 좀 평균이 맞겠지  ,10
다 내가 좋아하는 배우들이고 연기를 잘하니 몰입도 잘되고 SF인지 멜로인지 헷갈리지만 재밌게봤음 강동원은 매번 저렇게 멋있는 역할만 맡더라 대박이야 옆에 신랑이랑 비교되게  ,8
관람객배우분들이 영화를 고른 이유가 있지 않을까 싶어서 봤습니다. 저는 개인적으로 스토리를 잘 이해못했어요ㅠㅠ 액션신은 훌륭했지만요!  ,7
클레멘타인 맨데이트 이후 걸작  ,10
재밌었다 한효주에게 포커스가 가있는 것만 빼고  ,10
오시이 마모루 감독은 참 불쌍한 사람이다.어쩌다 살아 이런 치욕을 두 번이나 당하나.p.s-이제 페트레이버만 능욕당하면 되는건가  ,3
영화의 주요내용 강동원 잘생겼고 정우성 잘생겼고 한효주는 예뻤다  ,6
남자 배우 둘은 진정 빛이난다...!!배우보는 재미..액션보는 재미로 볼만은 한데..왜이리 악평을 하는거지?  ,10
안친한 친구들에게 정말 강추함.꼭 봐라. 나혼자 보기엔 아깝다  ,10
미션8  정말로 잘 만들었습니다.저도 국뽕영화광인데 미션 임파서블 8탄 진짜 존나게 재미있음  ,10
김지운 감독의 영상미를 재대로 볼 수 있는 작품  ,10
김무열의 열연 때문에 그나마 볼만했음...액션씬도 괜찮았고. 그러나  영화를 다 보고난 후 여운이 남지 않았다고 할까...좀 아쉬웠음. 추가로 짧았지만 이민호 연기도 괜찮았음.  ,7
나만 당할수없어서 10점 드림  ,10
역시 김지운감독님이시네요! 불모지를 개척한 느낌이랄까ㅋ 응원하겠습니다~!!분위기가 무겁게 느껴질 수도 있겠지만 액션도 멋있었고 뒤로 가면 갈수록 이해되고 말이되는 영화!  ,8
기대만큼은 좀.. 한번쯤은 볼만해요...  ,7
"관객들 부화뇌동 좀 어떻게 했으면 ㅋ ㅋ낯선 장면 보여주고 진행하는 씬인데 콧방귀끼며 거들먹거리던 뒷자석 민폐녀 ; 연출이 너무 좋아 끝나고도 기뻤음ㅜㅜ쫘르륵 정전되는 아파트, 유리 너머로 고요했다 소란스러워지는 음향 등 이외에도 디테일이 살아있음b  ",9
관람객강동원 나오는 거라 별로 기대안하고 봤는데 기대 안한 거 치고는 재미있었음  ,7
한효주는 너무 이쁘다 이것밖에 얻은게 없다 눈호강으로는 ㅊㅊ  ,4
